Epoca,ErroAproxTreino,ErroClassTreino,ErroAproxTeste,ErroClassTeste
223,41,5437,27,19,2387,18
224,41,5390,27,19,2318,18
225,41,5344,27,19,2250,18
226,41,5299,28,19,2182,18
227,41,5255,28,19,2114,18
228,41,5213,28,19,2047,18
229,41,5171,28,19,1979,18
230,41,5131,28,19,1912,18
231,41,5091,28,19,1846,19
232,41,5052,28,19,1779,19
233,41,5015,28,19,1713,19
234,41,4978,28,19,1647,19
235,41,4942,28,19,1582,19
236,41,4906,28,19,1516,19
237,41,4872,29,19,1451,19
238,41,4838,29,19,1386,19
239,41,4805,29,19,1321,19
240,41,4773,29,19,1256,19
241,41,4741,29,19,1191,19
242,41,4710,29,19,1126,19
243,41,4679,29,19,1062,19
244,41,4649,29,19,0998,19
245,41,4620,29,19,0933,19
246,41,4591,29,19,0869,19
247,41,4562,30,19,0805,19
248,41,4534,30,19,0742,19
249,41,4507,30,19,0678,19
250,41,4480,30,19,0614,19
251,41,4453,30,19,0550,19
252,41,4427,30,19,0487,19
253,41,4400,30,19,0423,19
254,41,4375,30,19,0360,19
255,41,4349,30,19,0296,19
256,41,4324,30,19,0233,19
257,41,4299,30,19,0170,19
258,41,4274,30,19,0107,19
259,41,4250,30,19,0043,19
260,41,4226,30,18,9980,19
261,41,4201,30,18,9917,19
262,41,4178,30,18,9854,19
263,41,4154,30,18,9791,19
264,41,4130,30,18,9728,19
265,41,4107,30,18,9665,19
266,41,4083,30,18,9602,19
267,41,4060,30,18,9539,19
268,41,4037,30,18,9476,19
269,41,4013,30,18,9413,19
270,41,3990,30,18,9350,19
271,41,3967,31,18,9287,19
272,41,3944,31,18,9225,19
273,41,3921,31,18,9162,19
274,41,3898,31,18,9099,19
275,41,3876,31,18,9036,19
276,41,3853,31,18,8974,19
277,41,3830,31,18,8911,20
278,41,3807,31,18,8849,20
279,41,3784,31,18,8786,20
280,41,3761,31,18,8723,20
281,41,3738,31,18,8661,20
282,41,3715,31,18,8598,20
283,41,3692,31,18,8536,20
284,41,3669,31,18,8474,20
285,41,3646,31,18,8411,20
286,41,3623,31,18,8349,20
287,41,3600,31,18,8287,20
288,41,3577,31,18,8225,20
289,41,3554,31,18,8163,20
290,41,3531,31,18,8101,20
291,41,3508,31,18,8039,20
292,41,3485,31,18,7977,20
293,41,3461,31,18,7915,20
294,41,3438,31,18,7853,20
295,41,3415,31,18,7791,20
296,41,3391,31,18,7730,20
297,41,3368,31,18,7668,20
298,41,3345,31,18,7607,20
299,41,3321,31,18,7545,20
300,41,3298,31,18,7484,20
301,41,3274,31,18,7423,20
302,41,3250,32,18,7362,20
303,41,3227,32,18,7301,20
304,41,3203,32,18,7240,20
305,41,3180,32,18,7179,20
306,41,3156,32,18,7119,20
307,41,3132,32,18,7058,20
308,41,3108,32,18,6998,20
309,41,3085,32,18,6938,20
310,41,3061,32,18,6877,20
311,41,3037,32,18,6817,20
312,41,3013,32,18,6757,20
313,41,2989,32,18,6698,20
314,41,2965,32,18,6638,20
315,41,2941,32,18,6579,20
316,41,2918,32,18,6519,20
317,41,2894,32,18,6460,20
318,41,2870,32,18,6401,20
319,41,2846,32,18,6342,20
320,41,2822,32,18,6283,20
321,41,2798,32,18,6225,20
322,41,2774,32,18,6166,20
323,41,2750,32,18,6108,20
324,41,2726,32,18,6050,20
325,41,2702,32,18,5992,20
326,41,2678,32,18,5934,20
327,41,2654,32,18,5877,20
328,41,2630,32,18,5819,20
329,41,2606,32,18,5762,20
330,41,2582,32,18,5705,20
331,41,2558,32,18,5648,20
332,41,2534,32,18,5592,20
333,41,2510,32,18,5535,20
334,41,2486,32,18,5479,20
335,41,2462,32,18,5423,20
336,41,2438,32,18,5367,20
337,41,2414,32,18,5312,20
338,41,2390,32,18,5256,20
339,41,2366,32,18,5201,20
340,41,2342,32,18,5146,20
341,41,2318,32,18,5092,20
342,41,2294,32,18,5037,20
343,41,2270,32,18,4983,20
344,41,2246,32,18,4929,20
345,41,2222,32,18,4875,20
346,41,2198,32,18,4821,20
347,41,2174,32,18,4768,20
348,41,2150,32,18,4715,20
349,41,2126,32,18,4662,20
350,41,2102,32,18,4609,20
351,41,2078,32,18,4557,20
352,41,2054,32,18,4505,19
353,41,2030,32,18,4453,19
354,41,2006,32,18,4401,19
355,41,1982,32,18,4350,19
356,41,1958,32,18,4299,19
357,41,1934,32,18,4248,19
358,41,1910,32,18,4197,19
359,41,1885,32,18,4147,19
360,41,1861,32,18,4097,19
361,41,1837,32,18,4047,19
362,41,1813,32,18,3998,19
363,41,1788,32,18,3948,19
364,41,1764,32,18,3899,19
365,41,1740,32,18,3851,19
366,41,1715,32,18,3802,19
367,41,1691,32,18,3754,19
368,41,1666,32,18,3707,19
369,41,1642,32,18,3659,19
370,41,1617,32,18,3612,19
371,41,1593,32,18,3565,19
372,41,1568,32,18,3519,18
373,41,1543,32,18,3472,18
374,41,1518,32,18,3426,18
375,41,1493,32,18,3381,18
376,41,1468,32,18,3335,18
377,41,1443,32,18,3290,18
378,41,1418,32,18,3246,18
379,41,1393,32,18,3201,18
380,41,1367,32,18,3157,18
381,41,1342,32,18,3114,18
382,41,1316,32,18,3070,18
383,41,1291,32,18,3027,18
384,41,1265,32,18,2984,18
385,41,1239,32,18,2942,18
386,41,1213,32,18,2900,18
387,41,1187,32,18,2858,18
388,41,1161,32,18,2817,18
389,41,1135,32,18,2776,18
390,41,1108,32,18,2736,18
391,41,1082,32,18,2695,18
392,41,1055,32,18,2655,18
393,41,1028,32,18,2616,18
394,41,1001,32,18,2577,18
395,41,0974,32,18,2538,18
396,41,0946,32,18,2500,18
397,41,0919,32,18,2461,18
398,41,0891,32,18,2424,18
399,41,0863,32,18,2387,18
400,41,0835,32,18,2350,18
401,41,0807,32,18,2313,18
402,41,0778,32,18,2277,18
403,41,0750,32,18,2241,18
404,41,0721,32,18,2206,18
405,41,0692,32,18,2171,18
406,41,0662,32,18,2136,18
407,41,0633,32,18,2102,18
408,41,0603,32,18,2068,18
409,41,0573,32,18,2035,18
410,41,0542,32,18,2001,18
411,41,0512,32,18,1969,18
412,41,0481,32,18,1936,18
413,41,0450,32,18,1905,18
414,41,0418,32,18,1873,18
415,41,0387,32,18,1842,18
416,41,0355,32,18,1811,18
417,41,0323,32,18,1781,18
418,41,0290,32,18,1751,18
419,41,0257,32,18,1721,18
420,41,0224,32,18,1692,18
421,41,0190,32,18,1663,18
422,41,0156,32,18,1635,18
423,41,0122,32,18,1607,17
424,41,0087,32,18,1579,17
425,41,0052,32,18,1552,17
426,41,0017,32,18,1525,17
427,40,9981,32,18,1498,17
428,40,9945,32,18,1472,17
429,40,9908,32,18,1446,17
430,40,9871,32,18,1421,17
431,40,9834,32,18,1396,17
432,40,9796,32,18,1371,17
433,40,9757,32,18,1346,17
434,40,9718,32,18,1322,17
435,40,9679,32,18,1298,17
436,40,9639,32,18,1275,17
437,40,9599,32,18,1251,17
438,40,9558,32,18,1228,17
439,40,9517,32,18,1206,17
440,40,9475,32,18,1183,17
441,40,9433,32,18,1161,17
442,40,9390,32,18,1139,17
443,40,9346,32,18,1118,17
444,40,9302,32,18,1096,17
445,40,9258,32,18,1075,17
446,40,9213,32,18,1054,17
447,40,9167,32,18,1034,16
448,40,9121,32,18,1013,16
449,40,9074,32,18,0993,16
450,40,9026,32,18,0973,16
451,40,8978,32,18,0953,16
452,40,8929,32,18,0933,16
453,40,8880,32,18,0914,16
454,40,8830,32,18,0895,16
455,40,8779,32,18,0875,16
456,40,8728,32,18,0856,16
457,40,8676,32,18,0837,16
458,40,8623,32,18,0818,16
459,40,8570,32,18,0800,16
460,40,8516,31,18,0781,16
461,40,8461,31,18,0762,16
462,40,8406,31,18,0744,16
463,40,8350,31,18,0725,16
464,40,8293,31,18,0707,16
465,40,8236,31,18,0688,16
466,40,8178,31,18,0670,16
467,40,8119,31,18,0652,16
468,40,8060,31,18,0634,16
469,40,7999,31,18,0615,16
470,40,7938,31,18,0597,16
471,40,7877,31,18,0579,16
472,40,7815,31,18,0561,16
473,40,7752,31,18,0542,16
474,40,7688,31,18,0524,16
475,40,7623,31,18,0506,16
476,40,7558,31,18,0487,16
477,40,7493,31,18,0469,16
478,40,7426,31,18,0451,16
479,40,7359,31,18,0432,16
480,40,7291,31,18,0413,16
481,40,7222,31,18,0395,16
482,40,7153,31,18,0376,16
483,40,7083,31,18,0357,16
484,40,7013,31,18,0339,16
485,40,6941,31,18,0320,16
486,40,6869,31,18,0301,16
487,40,6797,31,18,0282,16
488,40,6723,31,18,0263,16
489,40,6649,31,18,0243,16
490,40,6575,31,18,0224,16
491,40,6499,31,18,0205,16
492,40,6423,31,18,0185,16
493,40,6347,31,18,0166,16
494,40,6270,31,18,0146,16
495,40,6192,31,18,0126,16
496,40,6113,31,18,0106,16
497,40,6034,31,18,0086,16
498,40,5955,31,18,0066,16
499,40,5874,31,18,0046,16
500,40,5793,31,18,0026,16
501,40,5712,31,18,0005,16
502,40,5630,31,17,9985,16
503,40,5547,31,17,9964,16
504,40,5464,31,17,9943,16
505,40,5380,31,17,9922,16
506,40,5296,31,17,9901,16
507,40,5211,31,17,9880,16
508,40,5125,31,17,9859,16
509,40,5039,31,17,9838,16
510,40,4952,31,17,9817,16
511,40,4865,31,17,9795,16
512,40,4777,31,17,9773,16
513,40,4689,31,17,9752,16
514,40,4600,31,17,9730,16
515,40,4511,31,17,9708,16
516,40,4421,31,17,9686,16
517,40,4331,31,17,9664,16
518,40,4240,31,17,9642,16
519,40,4149,31,17,9620,16
520,40,4057,31,17,9597,16
521,40,3965,31,17,9575,16
522,40,3872,31,17,9552,16
523,40,3779,31,17,9530,16
524,40,3685,31,17,9507,16
525,40,3591,31,17,9484,16
526,40,3496,31,17,9461,16
527,40,3401,31,17,9438,16
528,40,3306,31,17,9415,16
529,40,3210,31,17,9392,16
530,40,3113,31,17,9369,16
531,40,3016,31,17,9345,16
532,40,2919,31,17,9322,16
533,40,2821,31,17,9299,16
534,40,2723,31,17,9275,16
535,40,2624,31,17,9252,16
536,40,2525,31,17,9228,16
537,40,2425,31,17,9204,16
538,40,2325,31,17,9181,16
539,40,2225,31,17,9157,16
540,40,2124,31,17,9133,16
541,40,2023,31,17,9109,16
542,40,1921,31,17,9085,16
543,40,1819,31,17,9061,16
544,40,1716,31,17,9037,16
545,40,1613,31,17,9013,16
546,40,1510,31,17,8989,16
547,40,1406,31,17,8965,16
548,40,1302,31,17,8941,16
549,40,1197,31,17,8917,16
550,40,1092,31,17,8893,16
551,40,0986,31,17,8868,15
552,40,0880,31,17,8844,15
553,40,0774,31,17,8820,15
554,40,0667,31,17,8796,15
555,40,0560,31,17,8771,15
556,40,0452,31,17,8747,15
557,40,0344,31,17,8723,15
558,40,0236,31,17,8699,15
559,40,0127,31,17,8675,15
560,40,0018,31,17,8650,15
561,39,9908,31,17,8626,15
562,39,9798,31,17,8602,15
563,39,9687,31,17,8578,15
564,39,9576,31,17,8554,15
565,39,9465,31,17,8530,15
566,39,9353,31,17,8506,16
567,39,9241,31,17,8482,16
568,39,9128,31,17,8458,16
569,39,9015,31,17,8434,16
570,39,8901,31,17,8410,16
571,39,8787,31,17,8386,16
572,39,8673,31,17,8363,16
573,39,8558,31,17,8339,16
574,39,8443,31,17,8316,16
575,39,8327,31,17,8292,16
576,39,8211,31,17,8269,16
577,39,8095,31,17,8245,16
578,39,7978,31,17,8222,16
579,39,7860,31,17,8199,16
580,39,7742,31,17,8176,16
581,39,7624,30,17,8153,16
582,39,7505,30,17,8130,16
583,39,7386,29,17,8108,16
584,39,7267,29,17,8085,16
585,39,7147,29,17,8063,16
586,39,7026,29,17,8040,16
587,39,6905,29,17,8018,16
588,39,6784,29,17,7996,16
589,39,6662,29,17,7974,16
590,39,6540,29,17,7953,16
591,39,6417,29,17,7931,16
592,39,6294,29,17,7910,16
593,39,6170,29,17,7888,16
594,39,6046,29,17,7867,16
595,39,5922,29,17,7846,16
596,39,5797,29,17,7826,16
597,39,5671,29,17,7805,16
598,39,5545,29,17,7785,16
599,39,5419,29,17,7764,16
600,39,5292,29,17,7745,16
601,39,5165,29,17,7725,16
602,39,5037,29,17,7705,15
603,39,4909,29,17,7686,15
604,39,4781,29,17,7667,15
605,39,4652,29,17,7648,15
606,39,4522,29,17,7629,15
607,39,4392,29,17,7611,15
608,39,4262,29,17,7592,15
609,39,4131,29,17,7575,15
610,39,3999,29,17,7557,15
611,39,3868,29,17,7539,15
612,39,3735,29,17,7522,15
613,39,3603,29,17,7505,15
614,39,3469,29,17,7489,15
615,39,3336,29,17,7472,15
616,39,3202,29,17,7456,15
617,39,3067,29,17,7440,15
618,39,2932,29,17,7425,15
619,39,2797,29,17,7409,15
620,39,2661,29,17,7395,15
621,39,2524,29,17,7380,15
622,39,2387,29,17,7366,15
623,39,2250,29,17,7352,15
624,39,2112,29,17,7338,15
625,39,1974,29,17,7324,15
626,39,1835,29,17,7311,15
627,39,1696,29,17,7299,15
628,39,1556,29,17,7286,15
629,39,1416,29,17,7274,15
630,39,1276,28,17,7263,15
631,39,1135,28,17,7251,15
632,39,0993,28,17,7241,15
633,39,0851,28,17,7230,15
634,39,0709,28,17,7220,15
635,39,0566,28,17,7210,15
636,39,0423,28,17,7201,15
637,39,0279,28,17,7192,15
638,39,0135,28,17,7183,15
639,38,9990,28,17,7175,15
640,38,9845,28,17,7167,15
641,38,9700,28,17,7159,15
642,38,9554,28,17,7152,15
643,38,9407,28,17,7146,15
644,38,9260,28,17,7140,15
645,38,9113,28,17,7134,15
646,38,8965,28,17,7129,15
647,38,8817,28,17,7124,15
648,38,8668,28,17,7120,15
649,38,8519,28,17,7116,15
650,38,8369,28,17,7112,15
651,38,8219,28,17,7109,15
652,38,8069,28,17,7107,15
653,38,7918,28,17,7105,15
654,38,7766,28,17,7103,15
655,38,7614,28,17,7102,15
656,38,7462,28,17,7102,15
657,38,7309,28,17,7102,15
658,38,7156,28,17,7102,15
659,38,7003,28,17,7103,15
660,38,6849,28,17,7105,15
661,38,6694,28,17,7107,15
662,38,6539,28,17,7110,15
663,38,6384,28,17,7113,15
664,38,6228,28,17,7117,15
665,38,6071,28,17,7121,15
666,38,5915,28,17,7126,15
667,38,5757,28,17,7131,15
668,38,5600,28,17,7137,15
669,38,5442,28,17,7144,15
670,38,5283,28,17,7151,15
671,38,5124,28,17,7159,15
672,38,4965,28,17,7168,15
673,38,4805,28,17,7177,15
674,38,4645,28,17,7186,15
675,38,4484,28,17,7197,15
676,38,4322,28,17,7208,15
677,38,4161,28,17,7219,15
678,38,3999,27,17,7232,15
679,38,3836,27,17,7245,15
680,38,3673,27,17,7258,14
681,38,3509,27,17,7273,14
682,38,3345,27,17,7288,14
683,38,3181,27,17,7304,14
684,38,3016,26,17,7320,14
685,38,2851,26,17,7337,14
686,38,2685,26,17,7355,14
687,38,2518,26,17,7374,14
688,38,2352,26,17,7393,14
689,38,2184,26,17,7413,14
690,38,2017,26,17,7434,14
691,38,1848,26,17,7456,14
692,38,1679,26,17,7479,14
693,38,1510,26,17,7502,14
694,38,1340,26,17,7526,14
695,38,1170,26,17,7551,14
696,38,0999,26,17,7577,14
697,38,0828,26,17,7604,14
698,38,0656,26,17,7631,14
699,38,0483,26,17,7660,14
700,38,0310,26,17,7689,14
701,38,0136,26,17,7719,14
702,37,9962,26,17,7750,14
703,37,9787,26,17,7782,14
704,37,9612,26,17,7815,14
705,37,9436,26,17,7849,14
706,37,9259,26,17,7884,14
707,37,9082,26,17,7919,14
708,37,8904,26,17,7956,14
709,37,8726,26,17,7994,14
710,37,8547,26,17,8033,14
711,37,8367,26,17,8073,14
712,37,8186,26,17,8114,14
713,37,8005,26,17,8155,14
714,37,7823,26,17,8198,14
715,37,7640,26,17,8243,14
716,37,7456,25,17,8288,14
717,37,7272,25,17,8334,14
718,37,7087,25,17,8381,14
719,37,6901,25,17,8430,14
720,37,6714,25,17,8480,14
721,37,6526,25,17,8531,14
722,37,6337,25,17,8583,14
723,37,6148,25,17,8636,14
724,37,5957,25,17,8691,14
725,37,5766,25,17,8746,14
726,37,5574,25,17,8803,14
727,37,5380,25,17,8862,14
728,37,5186,25,17,8921,14
729,37,4991,25,17,8982,14
730,37,4794,25,17,9045,14
731,37,4597,25,17,9108,14
732,37,4398,25,17,9173,14
733,37,4199,25,17,9239,14
734,37,3998,25,17,9307,14
735,37,3796,25,17,9376,14
736,37,3593,25,17,9447,14
737,37,3389,25,17,9519,14
738,37,3184,25,17,9592,14
739,37,2978,25,17,9667,14
740,37,2770,25,17,9743,14
741,37,2561,25,17,9820,14
742,37,2351,25,17,9899,14
743,37,2140,25,17,9980,14
744,37,1928,25,18,0062,14
745,37,1715,25,18,0145,14
746,37,1500,25,18,0230,14
747,37,1284,25,18,0316,14
748,37,1067,25,18,0404,14
749,37,0849,25,18,0493,15
750,37,0630,25,18,0583,15
751,37,0410,25,18,0675,15
752,37,0188,25,18,0768,15
753,36,9966,25,18,0862,15
754,36,9742,25,18,0958,15
755,36,9518,25,18,1054,15
756,36,9292,25,18,1152,15
757,36,9065,25,18,1252,15
758,36,8837,25,18,1352,15
759,36,8609,25,18,1453,15
760,36,8379,25,18,1556,15
761,36,8148,25,18,1659,15
762,36,7917,25,18,1763,15
763,36,7684,25,18,1868,15
764,36,7451,25,18,1974,15
765,36,7217,25,18,2081,15
766,36,6982,25,18,2188,15
767,36,6746,25,18,2296,15
768,36,6509,25,18,2405,15
769,36,6271,25,18,2514,15
770,36,6033,25,18,2623,15
771,36,5794,25,18,2733,15
772,36,5554,25,18,2844,15
773,36,5313,25,18,2954,15
774,36,5072,25,18,3065,15
775,36,4830,25,18,3176,15
776,36,4587,25,18,3288,15
777,36,4343,25,18,3399,15
778,36,4099,25,18,3511,15
779,36,3854,25,18,3622,15
780,36,3609,25,18,3734,15
781,36,3363,25,18,3846,15
782,36,3116,25,18,3957,15
783,36,2869,25,18,4069,15
784,36,2621,25,18,4180,15
785,36,2373,25,18,4292,15
786,36,2124,25,18,4403,15
787,36,1875,25,18,4514,15
788,36,1625,25,18,4625,15
789,36,1375,25,18,4735,15
790,36,1125,25,18,4846,15
791,36,0874,25,18,4956,15
792,36,0623,24,18,5066,15
793,36,0372,24,18,5175,15
794,36,0120,24,18,5284,15
795,35,9868,24,18,5393,15
796,35,9617,24,18,5502,15
797,35,9365,24,18,5610,15
798,35,9113,24,18,5718,15
799,35,8861,24,18,5825,15
800,35,8609,23,18,5932,15
801,35,8358,23,18,6038,15
802,35,8106,23,18,6144,15
803,35,7855,23,18,6249,15
804,35,7604,23,18,6353,15
805,35,7353,23,18,6457,15
806,35,7102,23,18,6560,15
807,35,6852,23,18,6662,15
808,35,6602,22,18,6764,15
809,35,6353,22,18,6864,15
810,35,6104,22,18,6964,15
811,35,5856,22,18,7063,15
812,35,5608,22,18,7160,15
813,35,5360,22,18,7256,15
814,35,5113,22,18,7352,15
815,35,4867,22,18,7445,15
816,35,4621,22,18,7538,15
817,35,4376,22,18,7629,15
818,35,4132,22,18,7718,15
819,35,3888,22,18,7806,15
820,35,3644,22,18,7892,15
821,35,3401,22,18,7976,15
822,35,3158,22,18,8059,15
823,35,2916,22,18,8140,15
824,35,2675,22,18,8218,15
825,35,2433,22,18,8295,15
826,35,2192,22,18,8370,15
827,35,1952,21,18,8442,15
828,35,1711,21,18,8512,15
829,35,1471,19,18,8581,15
830,35,1231,19,18,8647,15
831,35,0991,19,18,8710,15
832,35,0751,19,18,8772,15
833,35,0511,19,18,8831,15
834,35,0271,19,18,8887,15
835,35,0031,19,18,8942,15
836,34,9791,19,18,8994,15
837,34,9551,19,18,9043,15
838,34,9310,19,18,9091,15
839,34,9069,19,18,9136,15
840,34,8828,19,18,9179,15
841,34,8587,19,18,9220,15
842,34,8345,19,18,9258,15
843,34,8102,19,18,9294,15
844,34,7860,19,18,9328,15
845,34,7616,19,18,9360,15
846,34,7373,19,18,9390,15
847,34,7129,19,18,9418,15
848,34,6884,19,18,9444,15
849,34,6639,19,18,9468,15
850,34,6394,19,18,9490,15
851,34,6148,19,18,9511,15
852,34,5901,19,18,9529,15
853,34,5655,19,18,9546,15
854,34,5407,19,18,9561,15
855,34,5160,19,18,9575,15
856,34,4911,19,18,9587,15
857,34,4663,19,18,9597,15
858,34,4414,19,18,9607,15
859,34,4165,19,18,9614,15
860,34,3916,19,18,9621,15
861,34,3666,19,18,9626,15
862,34,3416,18,18,9630,15
863,34,3165,18,18,9632,15
864,34,2915,18,18,9634,15
865,34,2664,18,18,9634,15
866,34,2413,18,18,9633,15
